CVE,Risk,Host,Port,Name,Synopsis,Solution,See Also
CVE-2017-0277,High,172.16.4.81,445,Microsoft Windows SMBv1 Multiple Vulnerabilities,The remote Windows host is affected by multiple vulnerabilities.,"Apply the applicable security update for your Windows version :

  - Windows Server 2008     : KB4018466
  - Windows 7               : KB4019264
  - Windows Server 2008 R2  : KB4019264
  - Windows Server 2012     : KB4019216
  - Windows 8.1 / RT 8.1.   : KB4019215
  - Windows Server 2012 R2  : KB4019215
  - Windows 10              : KB4019474
  - Windows 10 Version 1511 : KB4019473
  - Windows 10 Version 1607 : KB4019472
  - Windows 10 Version 1703 : KB4016871
  - Windows Server 2016     : KB4019472","http://www.nessus.org/u?c21268d4
http://www.nessus.org/u?b9253982
http://www.nessus.org/u?23802c83
http://www.nessus.org/u?8313bb60
http://www.nessus.org/u?7677c678
http://www.nessus.org/u?36da236c
http://www.nessus.org/u?0981b934
http://www.nessus.org/u?c88efefa
http://www.nessus.org/u?695bf5cc
http://www.nessus.org/u?459a1e8c
http://www.nessus.org/u?ea45bbc5
http://www.nessus.org/u?4195776a
http://www.nessus.org/u?fbf092cf
http://www.nessus.org/u?8c0cc566"
CVE-2017-0278,High,172.16.4.81,445,Microsoft Windows SMBv1 Multiple Vulnerabilities,The remote Windows host is affected by multiple vulnerabilities.,"Apply the applicable security update for your Windows version :

  - Windows Server 2008     : KB4018466
  - Windows 7               : KB4019264
  - Windows Server 2008 R2  : KB4019264
  - Windows Server 2012     : KB4019216
  - Windows 8.1 / RT 8.1.   : KB4019215
  - Windows Server 2012 R2  : KB4019215
  - Windows 10              : KB4019474
  - Windows 10 Version 1511 : KB4019473
  - Windows 10 Version 1607 : KB4019472
  - Windows 10 Version 1703 : KB4016871
  - Windows Server 2016     : KB4019472","http://www.nessus.org/u?c21268d4
http://www.nessus.org/u?b9253982
http://www.nessus.org/u?23802c83
http://www.nessus.org/u?8313bb60
http://www.nessus.org/u?7677c678
http://www.nessus.org/u?36da236c
http://www.nessus.org/u?0981b934
http://www.nessus.org/u?c88efefa
http://www.nessus.org/u?695bf5cc
http://www.nessus.org/u?459a1e8c
http://www.nessus.org/u?ea45bbc5
http://www.nessus.org/u?4195776a
http://www.nessus.org/u?fbf092cf
http://www.nessus.org/u?8c0cc566"
CVE-2017-0279,High,172.16.4.81,445,Microsoft Windows SMBv1 Multiple Vulnerabilities,The remote Windows host is affected by multiple vulnerabilities.,"Apply the applicable security update for your Windows version :

  - Windows Server 2008     : KB4018466
  - Windows 7               : KB4019264
  - Windows Server 2008 R2  : KB4019264
  - Windows Server 2012     : KB4019216
  - Windows 8.1 / RT 8.1.   : KB4019215
  - Windows Server 2012 R2  : KB4019215
  - Windows 10              : KB4019474
  - Windows 10 Version 1511 : KB4019473
  - Windows 10 Version 1607 : KB4019472
  - Windows 10 Version 1703 : KB4016871
  - Windows Server 2016     : KB4019472","http://www.nessus.org/u?c21268d4
http://www.nessus.org/u?b9253982
http://www.nessus.org/u?23802c83
http://www.nessus.org/u?8313bb60
http://www.nessus.org/u?7677c678
http://www.nessus.org/u?36da236c
http://www.nessus.org/u?0981b934
http://www.nessus.org/u?c88efefa
http://www.nessus.org/u?695bf5cc
http://www.nessus.org/u?459a1e8c
http://www.nessus.org/u?ea45bbc5
http://www.nessus.org/u?4195776a
http://www.nessus.org/u?fbf092cf
http://www.nessus.org/u?8c0cc566"
CVE-2017-0280,High,172.16.4.81,445,Microsoft Windows SMBv1 Multiple Vulnerabilities,The remote Windows host is affected by multiple vulnerabilities.,"Apply the applicable security update for your Windows version :

  - Windows Server 2008     : KB4018466
  - Windows 7               : KB4019264
  - Windows Server 2008 R2  : KB4019264
  - Windows Server 2012     : KB4019216
  - Windows 8.1 / RT 8.1.   : KB4019215
  - Windows Server 2012 R2  : KB4019215
  - Windows 10              : KB4019474
  - Windows 10 Version 1511 : KB4019473
  - Windows 10 Version 1607 : KB4019472
  - Windows 10 Version 1703 : KB4016871
  - Windows Server 2016     : KB4019472","http://www.nessus.org/u?c21268d4
http://www.nessus.org/u?b9253982
http://www.nessus.org/u?23802c83
http://www.nessus.org/u?8313bb60
http://www.nessus.org/u?7677c678
http://www.nessus.org/u?36da236c
http://www.nessus.org/u?0981b934
http://www.nessus.org/u?c88efefa
http://www.nessus.org/u?695bf5cc
http://www.nessus.org/u?459a1e8c
http://www.nessus.org/u?ea45bbc5
http://www.nessus.org/u?4195776a
http://www.nessus.org/u?fbf092cf
http://www.nessus.org/u?8c0cc566"
CVE-2016-2183,High,172.16.4.85,1433,SSL Medium Strength Cipher Suites Supported (SWEET32),The remote service supports the use of medium strength SSL ciphers.,"Reconfigure the affected application if possible to avoid use of
medium strength ciphers.","https://www.openssl.org/blog/blog/2016/08/24/sweet32/
https://sweet32.info"
CVE-2016-2183,High,172.16.4.86,1433,SSL Medium Strength Cipher Suites Supported (SWEET32),The remote service supports the use of medium strength SSL ciphers.,"Reconfigure the affected application if possible to avoid use of
medium strength ciphers.","https://www.openssl.org/blog/blog/2016/08/24/sweet32/
https://sweet32.info"
CVE-2016-2183,High,172.16.4.89,1433,SSL Medium Strength Cipher Suites Supported (SWEET32),The remote service supports the use of medium strength SSL ciphers.,"Reconfigure the affected application if possible to avoid use of
medium strength ciphers.","https://www.openssl.org/blog/blog/2016/08/24/sweet32/
https://sweet32.info"
CVE-2016-2183,High,172.16.4.91,1433,SSL Medium Strength Cipher Suites Supported (SWEET32),The remote service supports the use of medium strength SSL ciphers.,"Reconfigure the affected application if possible to avoid use of
medium strength ciphers.","https://www.openssl.org/blog/blog/2016/08/24/sweet32/
https://sweet32.info"
CVE-2016-2183,High,172.16.4.92,1433,SSL Medium Strength Cipher Suites Supported (SWEET32),The remote service supports the use of medium strength SSL ciphers.,"Reconfigure the affected application if possible to avoid use of
medium strength ciphers.","https://www.openssl.org/blog/blog/2016/08/24/sweet32/
https://sweet32.info"
CVE-2016-2183,High,172.16.5.149,443,SSL Medium Strength Cipher Suites Supported (SWEET32),The remote service supports the use of medium strength SSL ciphers.,"Reconfigure the affected application if possible to avoid use of
medium strength ciphers.","https://www.openssl.org/blog/blog/2016/08/24/sweet32/
https://sweet32.info"
CVE-2022-32151,Critical,172.16.5.152,8000,Splunk Enterprise < 9.0 Multiple Vulnerabilities,An application running on a remote web server host is affected by multiple vulnerabilities.,"Upgrade to Splunk Enterprise 9.0, or later.","http://www.nessus.org/u?1e830af9
http://www.nessus.org/u?ad3b9d22
http://www.nessus.org/u?c6b2548f
http://www.nessus.org/u?77bc5700"
CVE-2022-32152,Critical,172.16.5.152,8000,Splunk Enterprise < 9.0 Multiple Vulnerabilities,An application running on a remote web server host is affected by multiple vulnerabilities.,"Upgrade to Splunk Enterprise 9.0, or later.","http://www.nessus.org/u?1e830af9
http://www.nessus.org/u?ad3b9d22
http://www.nessus.org/u?c6b2548f
http://www.nessus.org/u?77bc5700"
CVE-2022-32153,Critical,172.16.5.152,8000,Splunk Enterprise < 9.0 Multiple Vulnerabilities,An application running on a remote web server host is affected by multiple vulnerabilities.,"Upgrade to Splunk Enterprise 9.0, or later.","http://www.nessus.org/u?1e830af9
http://www.nessus.org/u?ad3b9d22
http://www.nessus.org/u?c6b2548f
http://www.nessus.org/u?77bc5700"
CVE-2022-32154,Critical,172.16.5.152,8000,Splunk Enterprise < 9.0 Multiple Vulnerabilities,An application running on a remote web server host is affected by multiple vulnerabilities.,"Upgrade to Splunk Enterprise 9.0, or later.","http://www.nessus.org/u?1e830af9
http://www.nessus.org/u?ad3b9d22
http://www.nessus.org/u?c6b2548f
http://www.nessus.org/u?77bc5700"
CVE-2022-32156,High,172.16.5.152,8000,Splunk Enterprise and Universal Forwarder < 9.0 Improper Certificate Validation,An application running on a remote web server host is affected by an improper certificate validation vulnerability.,Upgrade Splunk Enterprise or Universal Forwarder to version 9.0 or later.,http://www.nessus.org/u?4d24490e
CVE-2022-43571,High,172.16.5.152,8000,"Splunk Enterprise 8.1 < 8.1.12, 8.2.0 < 8.2.9, 9.0.0 < 9.0.2 (SVD-2022-1111)",An application running on a remote web server host is affected by a vulnerability,"For Splunk Enterprise, upgrade versions to 8.1.12, 8.2.9, 9.0.2, or higher. For Splunk Cloud Platform versions below
9.0.2209, Splunk is actively patching and monitoring the Splunk Cloud instances. To request an immediate upgrade,
determine which version of Splunk Cloud Platform you're running, then create a new support case.",http://www.nessus.org/u?e4036c24
CVE-1999-0517,High,172.16.5.20,161,SNMP Agent Default Community Name (public),The community name of the remote SNMP server can be guessed.,"Disable the SNMP service on the remote host if you do not use it.
Either filter incoming UDP packets going to this port, or change the 
default community string.",
CVE-1999-0517,High,172.16.5.21,161,SNMP Agent Default Community Name (public),The community name of the remote SNMP server can be guessed.,"Disable the SNMP service on the remote host if you do not use it.
Either filter incoming UDP packets going to this port, or change the 
default community string.",
CVE-2016-2183,High,172.16.5.220,49822,SSL Medium Strength Cipher Suites Supported (SWEET32),The remote service supports the use of medium strength SSL ciphers.,"Reconfigure the affected application if possible to avoid use of
medium strength ciphers.","https://www.openssl.org/blog/blog/2016/08/24/sweet32/
https://sweet32.info"
,Critical,172.16.5.220,49822,Microsoft SQL Server Unsupported Version Detection (remote check),"An unsupported version of a database server is running on the remote
host.","Upgrade to a version of Microsoft SQL Server that is currently
supported.",http://www.nessus.org/u?d4418a57
,Critical,172.16.5.232,1433,SSL Version 2 and 3 Protocol Detection,"The remote service encrypts traffic using a protocol with known
weaknesses.","Consult the application's documentation to disable SSL 2.0 and 3.0.
Use TLS 1.2 (with approved cipher suites) or higher instead.","https://www.schneier.com/academic/paperfiles/paper-ssl.pdf
http://www.nessus.org/u?b06c7e95
http://www.nessus.org/u?247c4540
https://www.openssl.org/~bodo/ssl-poodle.pdf
http://www.nessus.org/u?5d15ba70
https://www.imperialviolet.org/2014/10/14/poodle.html
https://tools.ietf.org/html/rfc7507
https://tools.ietf.org/html/rfc7568"
CVE-2004-2761,High,172.16.5.232,1433,SSL Certificate Signed Using Weak Hashing Algorithm,"An SSL certificate in the certificate chain has been signed using a
weak hash algorithm.",Contact the Certificate Authority to have the SSL certificate reissued.,"https://tools.ietf.org/html/rfc3279
http://www.nessus.org/u?9bb87bf2
http://www.nessus.org/u?e120eea1
http://www.nessus.org/u?5d894816
http://www.nessus.org/u?51db68aa
http://www.nessus.org/u?9dc7bfba"
CVE-2016-2183,High,172.16.5.232,1433,SSL Medium Strength Cipher Suites Supported (SWEET32),The remote service supports the use of medium strength SSL ciphers.,"Reconfigure the affected application if possible to avoid use of
medium strength ciphers.","https://www.openssl.org/blog/blog/2016/08/24/sweet32/
https://sweet32.info"
,Critical,172.16.5.232,1433,Microsoft SQL Server Unsupported Version Detection (remote check),"An unsupported version of a database server is running on the remote
host.","Upgrade to a version of Microsoft SQL Server that is currently
supported.",http://www.nessus.org/u?d4418a57
CVE-2007-1001,High,172.16.5.234,443,PHP 5.x < 5.2.2 Multiple vulnerabilities,"The remote web server uses a version of PHP that is affected by
multiple vulnerabilities.",Upgrade to PHP version 5.2.2 or later.,http://www.php.net/releases/5_2_2.php
CVE-2007-1583,High,172.16.5.234,443,PHP 5.x < 5.2.2 Multiple vulnerabilities,"The remote web server uses a version of PHP that is affected by
multiple vulnerabilities.",Upgrade to PHP version 5.2.2 or later.,http://www.php.net/releases/5_2_2.php
CVE-2007-1649,High,172.16.5.234,443,PHP 5.x < 5.2.2 Multiple vulnerabilities,"The remote web server uses a version of PHP that is affected by
multiple vulnerabilities.",Upgrade to PHP version 5.2.2 or later.,http://www.php.net/releases/5_2_2.php
CVE-2007-1717,High,172.16.5.234,443,PHP 5.x < 5.2.2 Multiple vulnerabilities,"The remote web server uses a version of PHP that is affected by
multiple vulnerabilities.",Upgrade to PHP version 5.2.2 or later.,http://www.php.net/releases/5_2_2.php
CVE-2007-1718,High,172.16.5.234,443,PHP 5.x < 5.2.2 Multiple vulnerabilities,"The remote web server uses a version of PHP that is affected by
multiple vulnerabilities.",Upgrade to PHP version 5.2.2 or later.,http://www.php.net/releases/5_2_2.php
,Critical,172.16.5.234,443,SSL Version 2 and 3 Protocol Detection,"The remote service encrypts traffic using a protocol with known
weaknesses.","Consult the application's documentation to disable SSL 2.0 and 3.0.
Use TLS 1.2 (with approved cipher suites) or higher instead.","https://www.schneier.com/academic/paperfiles/paper-ssl.pdf
http://www.nessus.org/u?b06c7e95
http://www.nessus.org/u?247c4540
https://www.openssl.org/~bodo/ssl-poodle.pdf
http://www.nessus.org/u?5d15ba70
https://www.imperialviolet.org/2014/10/14/poodle.html
https://tools.ietf.org/html/rfc7507
https://tools.ietf.org/html/rfc7568"
CVE-2006-6383,High,172.16.5.234,443,PHP < 5.2.1 Multiple Vulnerabilities,"The remote web server uses a version of PHP that is affected by
multiple flaws.",Upgrade to PHP version 5.2.1 or later.,http://www.php.net/releases/5_2_1.php
CVE-2007-0905,High,172.16.5.234,443,PHP < 5.2.1 Multiple Vulnerabilities,"The remote web server uses a version of PHP that is affected by
multiple flaws.",Upgrade to PHP version 5.2.1 or later.,http://www.php.net/releases/5_2_1.php
CVE-2007-0906,High,172.16.5.234,443,PHP < 5.2.1 Multiple Vulnerabilities,"The remote web server uses a version of PHP that is affected by
multiple flaws.",Upgrade to PHP version 5.2.1 or later.,http://www.php.net/releases/5_2_1.php
CVE-2007-0907,High,172.16.5.234,443,PHP < 5.2.1 Multiple Vulnerabilities,"The remote web server uses a version of PHP that is affected by
multiple flaws.",Upgrade to PHP version 5.2.1 or later.,http://www.php.net/releases/5_2_1.php
CVE-2007-0908,High,172.16.5.234,443,PHP < 5.2.1 Multiple Vulnerabilities,"The remote web server uses a version of PHP that is affected by
multiple flaws.",Upgrade to PHP version 5.2.1 or later.,http://www.php.net/releases/5_2_1.php
CVE-2007-0909,High,172.16.5.234,443,PHP < 5.2.1 Multiple Vulnerabilities,"The remote web server uses a version of PHP that is affected by
multiple flaws.",Upgrade to PHP version 5.2.1 or later.,http://www.php.net/releases/5_2_1.php
CVE-2007-0910,High,172.16.5.234,443,PHP < 5.2.1 Multiple Vulnerabilities,"The remote web server uses a version of PHP that is affected by
multiple flaws.",Upgrade to PHP version 5.2.1 or later.,http://www.php.net/releases/5_2_1.php
CVE-2007-0988,High,172.16.5.234,443,PHP < 5.2.1 Multiple Vulnerabilities,"The remote web server uses a version of PHP that is affected by
multiple flaws.",Upgrade to PHP version 5.2.1 or later.,http://www.php.net/releases/5_2_1.php
